date_documented,date,time,described_duration,described_ufo,full_description,city,state,latitude,longitude
9/2/2005,1/28/2005,02:30 am,5 minutes,,shadow of upper half of figure seen with blue light filling room.,st. charles,ky,37.1861111,-87.5558333
3/19/2009,1/28/2009,12:05 pm,1 minute,,"ufo sighted at school in albuquerque, nm",albuquerque,nm,35.0844444,-106.6505556
2/23/2011,1/28/2011,10:30 pm,10 seconds,,"faint, slow moving light that dissappeared  on or about 01/28/11 in the skies over gaineville, ga",gainesville,ga,34.2977778,-83.8241667
2/3/2012,1/28/2012,10:15 pm,10 min,,"floating amber lights above city, seen multiple times.",rexburg,id,43.8261111,-111.7888889
11/2/1999,12/9/1994,01:00 am,8 min.,,"woman witnesses bizarre cluster of lights overhead, humming sound, sees strange beam of light ""scanning"" ground.  exclnt rept.",cromwell,ct,41.595,-72.6458333
11/2/1999,12/9/1995,06:30 pm,9 hrs.,,"il state police/morgan co. sher. relayed mult. repts. of peculiar, very brightwhite&amp blue flashes in sky. seen by citizens, troopers.",springfield,il,39.8016667,-89.6436111
1/31/2004,1/29/2004,05:00 pm,1 minute,,2 very unusual possibly related events correspond  in time with no explanantion in connecticut.,hartford,ct,41.7636111,-72.6855556
1/31/2011,1/29/2011,07:00 pm,15 seconds,,blue craft with pink around edge seen in mansfield and joe pool lake area,mansfield,tx,32.5630556,-97.1413889
2/3/2012,1/29/2012,07:25 pm,2 minutes,,red/orange lights in the sky.,hurricane,ut,37.1752778,-113.2891667
2/3/2012,1/29/2012,10:00 pm,15 minutes,,three blue lights in the sky.,kenosha,wi,42.5847222,-87.8211111
1/30/2014,1/29/2014,05:30 am,2 seconds,,extremely  loud boom!,fort lauderdale,fl,26.1219444,-80.1436111
11/2/1999,1/30/1995,08:00 pm,90 sec.,,man and wife observe three strange lights over jacksonville that fly to southeast and fade out suddenly.,jacksonville,fl,30.3319444,-81.6558333
8/5/2001,1/30/1996,12:00 am,2-3 min.,,"ufo investigator relays sighting report:  2 women witness 2 very bright lights 25 deg. above horizon, 3rd similar obj. approaches both.",oregon city,or,45.3575,-122.6055556
1/30/2014,1/30/2014,12:00 am,5 minutes,,((nuforc note:  witness provides no information.  remains anonymous.  pd)),hot springs,ar,34.5036111,-93.055
11/2/1999,1/31/1995,07:32 pm,2 min.,,"faa/houston reports sighting by crews of two airliners 60 miles nw of alexandria, la.  lights move suddenly.",alexandria,la,31.3111111,-92.445
11/2/1999,1/31/1995,08:07 pm,3 min.,,airport manager calls to rept. receipt of bizarre ufo rept. from woman in nearby town.,mason,mi,42.5791667,-84.4436111
11/2/1999,1/31/1995,08:10 pm,6 min.,,"a mother, her children, neighbors, and an aunt witness a huge ""x-shaped"" object fly e to w overhead.",eaton rapids,mi,42.5091667,-84.6558333
2/14/2006,1/31/2006,03:00 am,10 min,,strange blue lights in kirkland wa,kirkland,wa,47.6816667,-122.2075
11/2/1999,1/3/1995,08:49 pm,5 seconds,,"experienced ufologist reports seeing large, round, white light that moved across sky.  saw 2 other small obj..",redmond,wa,47.6741667,-122.1202778
11/2/1999,1/3/1995,09:55 pm,0.5 second,,"couple sees ""meteor"" streak from south to north, but turned suddenly. very fast.",seattle,wa,47.6063889,-122.3308333
11/2/1999,1/3/1995,11:45 pm,15 minutes,,"young woman witnessed ""string of lights"" for 15 min. in overcast sky.  winked off, then back on several times.",salinas,ca,36.6777778,-121.6544444
2/4/2013,1/3/2013,12:43 am,5 minutes,,strange orange light start on side of sky.  then at very fast pace went across  and stay still fir a moment hen went up and down patter,phoenix,az,33.4483333,-112.0733333
2/4/2013,1/3/2013,07:40 pm,2 minutes,,two red lights in the sky,roseville,ca,38.7522222,-121.2869444
2/14/2006,1/4/2006,12:00 am,20 minutes,,5 brief but intense flashes of light at 4 minute intervals,sequim,wa,48.0797222,-123.1005556
11/2/1999,1/5/1996,01:30 am,3 min.,,"woman sees 2 solid red lights move across sky, maneuvering, ""mimicking one another.""  stop, become green  1 disappears, then 2nd.",round lake,il,42.3533333,-88.0933333
2/14/2010,1/5/2000,12:00 am,1min.,,"i saw three beings about 4ft tall looking into a cars window. they spotted my dog an i walking toward them.they lined up, one behind th",spokane,wa,47.6588889,-117.425
1/10/2014,1/5/2014,10:30 pm,10 minutes,,my son was walking our dog when he came in yelling at us to come out. there were two bright orange to red lights heading south in the s,santa rosa,ca,38.4405556,-122.7133333
11/2/1999,1/6/1995,12:15 am,10 seconds,,"two women observe a strange ""rope"" of light, with a brightly lighted sphere of light attached.  good photo!",warm beach,wa,48.1708333,-122.3633333
11/2/1999,1/6/1995,05:30 pm,15 minutes,,"mother and son witness large, glowing craft maneuver and descend into cloud. pursued by mil. aircraft.",glendo,wy,42.5027778,-105.0255556
1/17/2004,1/6/2004,10:00 pm,1 minute approx.,,large yellow bright light observed too low and much to large to be a plane,pearl river,ny,41.0588889,-74.0222222
2/4/2013,1/6/2013,10:30 pm,2 minutes,,red formation of lights appear about 10 up and then down northerly flow fort lauderdale.,fort lauderdale,fl,26.1219444,-80.1436111
12/2/2000,1/7/1971,10:00 pm,5 seconds,,nothing in nature or manmade could have produced this light on the same night as other sightings in the area.,tewksbury,ma,42.6105556,-71.2347222
10/30/2006,1/7/1978,02:00 am,10 minutes,,bright white light,bristol,tn,36.595,-82.1888889
11/2/1999,1/7/1995,05:30 pm,30 minutes,,"tn emer. man. agency reports ufo-related flash/explosion near mcminnville, tn.  8-page fax from sheriff's office. fed. agents.",mcminnville,tn,35.6833333,-85.77
11/2/1999,1/7/1996,07:00 am,30 min.,,"couple witness 2-3 dozen points of light overhead moving se to nw.  5 min. later, they are seen going se.  moved sporadically.",portland,or,45.5236111,-122.675
11/3/2005,1/7/1996,11:30 am,2 sec.,,,st. george,ut,37.1041667,-113.5833333
11/21/2010,1/7/1996,09:00 pm,15 min.,,"report of green laser beam, probably emanating from the dept. of physics at utah state university.",logan,ut,41.7355556,-111.8336111
1/29/2002,1/7/2002,09:10 pm,2-3 seconds,,saw and here a shooting star,roswell,nm,33.3941667,-104.5225
3/21/2003,1/7/2003,08:00 pm,30 sec.,,"mother and daughter witness six ""yellow-white"" lights in v-formation  descending in western sky.",hephzibah,ga,33.3138889,-82.0969444
1/10/2009,1/7/2009,06:30 pm,about a min,,big light appears and disappears and reappears in a total other part of the sky and then vanishes,douglas,ga,31.5086111,-82.85
1/10/2014,1/7/2014,04:30 pm,several minutes,,we saw some very unusual events in the sky that possibly involved normal aircraft and un-normal aircraft.,monticello,ar,33.6288889,-91.7908333
11/2/1999,1/8/1995,04:00 am,15 min.,,"a woman video tapes two bright objects, which hovered in the sky, then rose and disappeared from sight.",enterprise,ms,32.1741667,-88.8313889
11/2/1999,1/8/1996,09:20 pm,11 min.,,"radio personality goes out to car, sees 3 ""golden globes of light"" moving  nnw to ssw.  each ascends vert.  other witnesses.",wenatchee,wa,47.4236111,-120.3091667
2/24/2001,1/8/1999,07:00 pm,30 seconds,,heard you on art bell via broadcast.com archives on saturday morning 1-9-99 from the broadcast the night before. when i heard you playi,corvallis,or,44.5647222,-123.2608333
12/2/2000,1/8/1999,07:30 pm,3 min.,,"this is amplifying information to the call in of an observation from paradise, calif yesterday.  the airport at chico is used for prati",chico,ca,39.7286111,-121.8363889
3/4/2003,1/8/2003,04:30 pm,5 sec,,bird flys into transparent craft/ship,wauwatosa,wi,43.0494444,-88.0075
11/2/1999,1/9/1995,03:30 am,3 min.,,young girl sees bright light streaming through bedroom window.  sees 4' humanoid &amp  weird lights in yard.,marion,ny,43.1433333,-77.1894444
11/2/1999,1/9/1995,07:00 pm,1 minute,,"woman, husband, and son witnessed oval object w/ hundreds of lights on it.  est. 1/2 size of shopping mall!!",port charlotte,fl,26.9758333,-82.0908333
11/2/1999,1/9/1996,04:45 am,11 min.,,"woman  awakened by a bizarre sound, ""like a broken lawn mower.""  sees a bizarre, elongate obj. w/ bright lights on both ends, middle.",rockville,md,39.0838889,-77.1530556
1/12/2012,1/9/2012,11:55 pm,at least 15 mins.,,night turned into day  for 20 minutes in mississippi,clinton,ms,32.3413889,-90.3216667
1/16/2014,1/9/2014,07:15 pm,1 minute,,blue/white orb w/ spot light dances in the sky near street intersection beach blvd and atlanta ave..,huntington beach,ca,33.6602778,-117.9983333
11/2/1999,2/10/1995,08:30 pm,10 sec.,,"man in motel room sees ""flash of red light in eyes.""  sees bright light in room. sees bright ""star"" below overcast to south.",cannon beach,or,45.8919444,-123.9602778
11/2/1999,2/10/1995,12:00 am,10 min,,"woman &amp  daughter witness strange, large cloud formation.  daughter saw an actual object in cloud.",oregon city,or,45.3575,-122.6055556
11/2/1999,2/10/1995,12:00 am,30 sec,,"woman, out walking dog, sees bright bluish light rise from pug. sound, turn, then zip off.  no sound. good rept.",seattle,wa,47.6063889,-122.3308333
2/18/2001,2/10/2001,10:15 pm,15min,,nine objects moving north to south at various speeds and direction.emitting an orange glow.,rockford,il,42.2711111,-89.0938889
2/18/2011,2/11/2011,10:30 am,1 second,,"bright white light flashed across sky for quick second, possibly meteor, or military affiliated",jacksonville,nc,34.7538889,-77.4305556
4/27/2007,2/1/1978,12:00 am,1-2 months,,detroit ufo flap of february 1978,detroit,mi,42.3313889,-83.0458333
11/2/1999,2/1/1996,06:07 am,1 minute,,"man reports seeing obj. in apparent polar orbit (?), that appeared to be emitting an erratic strobing effect. (tumbling satellite??)",woodinville,wa,47.7544444,-122.1622222
11/2/1999,2/1/1996,09:00 pm,4 sec.,,"woman sees large triangular obj. w/ white sparks pouring off its nose pass over hwy 395, disappear to e.  twice size of moon.",big pine,ca,37.165,-118.2886111
11/2/1999,2/1/1996,09:05 pm,30 sec.,,"ufo investigator and husband witness a very bright light in w sky. suddenly develops  greenish-blue tail, accelerates up at 45 deg..",las vegas,nv,36.175,-115.1363889
11/3/2005,2/1/2003,06:00 am,< 1 minute,,"sfo chronicle article by sabin russell about video tape taken of ""columbia"" over bay area.",san francisco,ca,37.775,-122.4183333
2/25/2003,2/1/2003,08:00 am,seconds,,"witness verification of the feb 1, 2003 'object"" in vicinity of shuttle by cnn news at 08:00 cst dallas",dallas,tx,32.7833333,-96.8
2/3/2012,2/1/2012,08:45 pm,10-15min,,jets investigate strange light,terre haute,in,39.4666667,-87.4138889
2/18/2013,2/1/2013,11:00 pm,3 seconds,,"odd lights illuminating the clouds, like in the film close encounters of the third kind.",hana,hi,20.7580556,-155.9902778
11/2/1999,2/12/1995,12:45 am,75 min.,,"family members witness 5 lights in sky hover, ""jump,"" then disappear.  several nights. tv coverage.",elizabethtown,ky,37.6938889,-85.8591667
11/2/1999,2/12/1995,06:25 am,15 sec.,,"man sees two delta-shaped ""aircraft,"" w/ lights blinking  in sequence. within 400 yards. police cars nearby.",mckinleyville,ca,40.9466667,-124.0994444
11/2/1999,2/12/1995,10:30 pm,5 min.,,"boatload of young fisherman witness very large, orange obj.  it returns their light signal, then zips off.",gustavus,ak,58.4133333,-135.7369444
2/14/2008,2/12/2008,09:40 pm,1 sec each,,blue flashes of light,massillon,oh,40.7966667,-81.5216667
5/12/2009,2/12/2009,09:40 pm,1 minute,,"sighting dated 2/12/09 near russellville, arkansas",russellville,ar,35.2783333,-93.1336111
5/15/2013,2/12/2013,12:30 am,20 minutes,,flashing red/ orange strobe like light  with 5 or 6 second intervals over eden road near water that eventually wound down and disappear,rockport,ma,42.6555556,-70.6208333
8/5/2001,2/13/1996,06:30 pm,40 min.,,"caller reported that they had ""spotted a ufo"" in sweet home.  it had red, blue, yellow, and green colors,",sweet home,or,44.3977778,-122.735
3/13/2012,2/13/2012,06:30 am,10 minutes,,saw three  lights near each other. one flew left and went dim one flew higher and one remained very low,black river,ny,44.0125,-75.7947222
3/19/2009,2/14/2009,07:45 pm,2 minutes,,object which separated on a tower type structure with orange and yellow lights,elizabethton,tn,36.3486111,-82.2108333
2/28/2013,2/14/2013,10:00 pm,1 hour,,unexplained lights.,cotulla,tx,28.4366667,-99.2347222
10/28/2002,2/15/1970,12:00 am,4 weeks,,"three flights of four contacts on radar in 1970 as seen at norad, cheyenne mountain.",colorado springs,co,38.8338889,-104.8208333
11/2/1999,2/15/1995,03:58 am,10 sec.,,"man saw strange light move slowly across sky, stop, then streak off.  10 second sighting.",nashville,tn,36.1658333,-86.7844444
11/2/1999,2/15/1995,09:00 pm,8 sec.,,"man reports witnessing ""neon light"" hovering in southern sky.  obj. shoots off &amp  disappears.",liberal,ks,37.0430556,-100.9205556
11/2/1999,2/15/1995,09:00 pm,5 sec,,"woman sees bright flash, then witnesses large, iridescent, ""sparkly"" obj. streak north. not meteorite.",santa rosa,ca,38.4405556,-122.7133333
5/11/2005,2/15/2005,07:35 pm,5 minutes,,alien sighting at my door,sarasota,fl,27.3361111,-82.5308333
11/2/1999,2/16/1995,11:10 pm,5 min.,,former artillery officer witnesses 4-5 ships streaking e to w south of city. flash w/atmospheric boom 5 hrs. earlier. good rept.,kalamazoo,mi,42.2916667,-85.5872222
11/2/1999,2/16/1995,11:45 pm,5 min,,man report seeing multiple objects moving east (!). watches them for five minutes. (see other sightings above.),kalamazoo,mi,42.2916667,-85.5872222
11/2/1999,2/16/1996,04:10 am,5 sec.,,"woman sees round, orange ""globe"" of light flying to w.  wakes husband, who sees obj. briefly.  obj. flew up valley, disappeared.",cashmere,wa,47.5225,-120.4686111
11/2/1999,2/16/1996,09:45 pm,3 min.,,"woman &amp  husband (pilot) see  very large, illuminated obj., shaped like ""upside down cage on a blimp,"" pass overhead.  good rept..",ithaca,ny,42.4405556,-76.4969444
2/25/2003,2/16/2003,08:25 pm,5-10 min.,,"man witnesses dramatic fireball in southern sky, followed by sighting of 5-6 tiny lights moving slowly west in the southern sky.",wingville,or,44.8397222,-117.9205556
3/11/2003,2/16/2003,08:27 pm,seconds,,multiple reports of bright light in northern california.,chico,ca,39.7286111,-121.8363889
3/4/2008,2/16/2008,08:00 pm,seconds,,military jets flying over nashville at night,nashville,tn,36.1658333,-86.7844444
3/19/2009,2/16/2009,12:02 am,7 min.,,lswannanoa nc 1202 am large pale light then bright flash helicopter type blades disappeared instantly,swannanoa,nc,35.5977778,-82.4
3/13/2012,2/16/2012,08:00 pm,4 to 5 minutes,,"three brightly lit objects the color of a flame..very orange / yellow / red, flying quite low to the ground  100 ft or so.  moving over",spring lake,mi,43.0769444,-86.1969444
11/2/1999,2/18/1995,06:00 pm,35 min.,,"woman w/ kids see 3 ""space shuttle"" type craft hover, streak. eject smaller objects (!).  many witnesses.  good rept.",warren,il,42.4963889,-89.9894444
3/11/2003,2/18/2003,10:35 pm,5 seconds,,"a large firey green light passed at a high rate of spead, north  to south, over a passenger jet going east.",sacramento,ca,38.5816667,-121.4933333
4/16/2005,2/18/2005,09:00 pm,2 to 3 min,,odd reddish orange lights.,kokomo,in,40.4863889,-86.1336111
2/21/2014,2/18/2014,02:22 am,15 seconds,,bright hazy bluish green flashes of light in the northern part of the sky.,danville,ca,37.8216667,-121.9988889
11/2/1999,2/19/1995,12:05 am,10 min.,,"red light seen over fargo below clouds.  hovered for 10 min., faded, flashed, slowly moved east. seen twice.",fargo,nd,46.8772222,-96.7894444
11/2/1999,2/19/1995,12:15 am,4 sec.,,"man repts. seeing 4 circular dots of light in a row, connected by ""streak of light.""  color of ""static electricity.""",mountlake terrace,wa,47.7883333,-122.3075
11/2/1999,2/19/1995,07:00 pm,3 hrs.,,nat. ufo center director makes 3 hour appearance on national radio program.   multiple calls follow for 2 days.,seattle,wa,47.6063889,-122.3308333
11/2/1999,2/19/1996,08:45 pm,35 min.,,"young man &amp  woman witness peculiar bright yellow light, w/ ""green streaks,"" in w sky. moves, turns red.  3rd observer 10 mi. away.",vero beach,fl,27.6383333,-80.3975
